-3.000000000000000000e+01,1.000000000000000000e+00,5.075911827195467296e-01,5.044374114730878489e-01,5.055439978753540897e-01
-2.900000000000000000e+01,1.000000000000000000e+00,5.081998052407932231e-01,5.050681657223795584e-01,5.061636862606232468e-01
-2.800000000000000000e+01,1.000000000000000000e+00,5.097379603399433412e-01,5.059313031161473129e-01,5.067833746458924038e-01
-2.700000000000000000e+01,1.000000000000000000e+00,5.115416961756373837e-01,5.066284525495751145e-01,5.080448831444759339e-01
-2.600000000000000000e+01,1.000000000000000000e+00,5.131683781869688099e-01,5.081887393767705596e-01,5.098154213881019858e-01
-2.500000000000000000e+01,1.000000000000000000e+00,5.148171919263455631e-01,5.102691218130311901e-01,5.108445467422095820e-01
-2.400000000000000000e+01,1.000000000000000000e+00,5.173955382436260519e-01,5.125044263456091098e-01,5.130245219546741842e-01
-2.300000000000000000e+01,1.000000000000000000e+00,5.203833215297450909e-01,5.153815509915014026e-01,5.156250000000000000e-01
-2.200000000000000000e+01,1.000000000000000000e+00,5.243449008498584085e-01,5.191771423512747674e-01,5.192767351274787391e-01
-2.100000000000000000e+01,1.000000000000000000e+00,5.291474858356940425e-01,5.241678470254957922e-01,5.236145538243626163e-01
-2.000000000000000000e+01,1.000000000000000000e+00,5.353111720963172893e-01,5.300438208215297875e-01,5.291474858356940425e-01
-1.900000000000000000e+01,1.000000000000000000e+00,5.416297804532578253e-01,5.363845609065155395e-01,5.360747167138810720e-01
-1.800000000000000000e+01,1.000000000000000000e+00,5.507591182719546730e-01,5.445954320113314262e-01,5.437212287535411193e-01
-1.700000000000000000e+01,1.000000000000000000e+00,5.620131019830028052e-01,5.561703257790368005e-01,5.531825424929178725e-01
-1.600000000000000000e+01,1.000000000000000000e+00,5.747056480169971948e-01,5.686526203966005832e-01,5.655209808781869185e-01
-1.500000000000000000e+01,1.000000000000000000e+00,5.904745042492918206e-01,5.852624822946175254e-01,5.810906515580736009e-01
-1.400000000000000000e+01,1.000000000000000000e+00,6.093307365439093459e-01,6.048047981586401889e-01,6.001460694050991806e-01
-1.300000000000000000e+01,1.000000000000000000e+00,6.337973618980169421e-01,6.276890049575071240e-01,6.231077372521246494e-01
-1.200000000000000000e+01,1.000000000000000000e+00,6.612407046742209138e-01,6.555528505665721983e-01,6.498539305949008194e-01
-1.100000000000000000e+01,1.000000000000000000e+00,6.934313031161473129e-01,6.879647662889518678e-01,6.814801699716713790e-01
-1.000000000000000000e+01,1.000000000000000000e+00,7.295392174220962644e-01,7.239177584985835301e-01,7.165478930594900708e-01
-9.000000000000000000e+00,1.000000000000000000e+00,7.685353222379603944e-01,7.650163774787535065e-01,7.552452195467421747e-01
-8.000000000000000000e+00,1.000000000000000000e+00,8.106741324362606305e-01,8.075535587818697403e-01,7.981143767705382031e-01
-7.000000000000000000e+00,1.000000000000000000e+00,8.541519121813031523e-01,8.503895184135977781e-01,8.411827195467421747e-01
-6.000000000000000000e+00,1.000000000000000000e+00,8.938894298866855159e-01,8.916541253541075962e-01,8.827903682719546730e-01
-5.000000000000000000e+00,1.000000000000000000e+00,9.303625177053824746e-01,9.283042669971671712e-01,9.206577549575071240e-01
-4.000000000000000000e+00,1.000000000000000000e+00,9.585472733711047910e-01,9.576288066572238300e-01,9.520184135977337592e-01
-3.000000000000000000e+00,1.000000000000000000e+00,9.782555771954674073e-01,9.780010623229461464e-01,9.750132790368272184e-01
-2.000000000000000000e+00,1.000000000000000000e+00,9.904833569405099292e-01,9.906825424929178725e-01,9.889009383852691570e-01
-1.000000000000000000e+00,1.000000000000000000e+00,9.967687677053824746e-01,9.968683604815864463e-01,9.962597379603399528e-01
0.000000000000000000e+00,1.000000000000000000e+00,9.990483356940509374e-01,9.991036650141642550e-01,9.989044794617564227e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.996790899433427580e-01,9.998118803116147202e-01,9.997897485835693931e-01
2.000000000000000000e+00,1.000000000000000000e+00,9.999336048158640189e-01,9.999446706798866824e-01,9.999225389518413554e-01
3.000000000000000000e+00,1.000000000000000000e+00,9.999889341359773365e-01,9.999889341359773365e-01,9.999889341359773365e-01
4.000000000000000000e+00,1.000000000000000000e+00,9.999889341359773365e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-3.000000000000000000e+01,2.000000000000000000e+00,5.154036827195467296e-01,5.014606940509914734e-01,5.034968130311614498e-01
-2.900000000000000000e+01,2.000000000000000000e+00,5.159016466005665880e-01,5.026779390934844605e-01,5.047693873937677544e-01
-2.800000000000000000e+01,2.000000000000000000e+00,5.174729992917846966e-01,5.036406692634560756e-01,5.058538420679886682e-01
-2.700000000000000000e+01,2.000000000000000000e+00,5.191882082152974309e-01,5.049243094900849327e-01,5.077682365439093459e-01
-2.600000000000000000e+01,2.000000000000000000e+00,5.211026026912181086e-01,5.070157577903682267e-01,5.098486189801699764e-01
-2.500000000000000000e+01,2.000000000000000000e+00,5.242563739376771004e-01,5.098264872521246494e-01,5.121835162889518678e-01
-2.400000000000000000e+01,2.000000000000000000e+00,5.283839412181302597e-01,5.127036118980169421e-01,5.149278505665721983e-01
-2.300000000000000000e+01,2.000000000000000000e+00,5.334299752124646021e-01,5.164881373937677544e-01,5.181590828611898347e-01
-2.200000000000000000e+01,2.000000000000000000e+00,5.399035056657224274e-01,5.212353930594900708e-01,5.224969015580736009e-01
-2.100000000000000000e+01,2.000000000000000000e+00,5.472623052407932231e-01,5.270892351274787391e-01,5.286495219546741842e-01
-2.000000000000000000e+01,2.000000000000000000e+00,5.563916430594900708e-01,5.348796033994334120e-01,5.360747167138810720e-01
-1.900000000000000000e+01,2.000000000000000000e+00,5.670148725212464935e-01,5.446064978753540897e-01,5.444737075070821275e-01
