5, 1, 0.16428571428571428, 0.9992239467849224, 0.9995915032679737, 0.8983741463935127, 0.2264957264957265, 0.4700854700854701, 0.0
10, 1, 0.9309090909090909, 0.9714133522727273, 0.9730705492424242, 0.6926804812834225, 0.0, 0.0, 0.0
15, 1, 0.7028985507246377, 0.9822203008344313, 0.9835024350649351, 0.719570707070707, 0.0, 0.0, 0.0
20, 1, 0.1601423487544484, 0.9984889263447877, 0.9990738174427198, 0.859560466415305, 0.08898305084745763, 0.2457627118644068, 0.0
25, 1, 0.25622775800711745, 0.9969986321548822, 0.9976221694971694, 0.82432976134401, 0.009569377990430622, 0.05741626794258373, 0.0
30, 1, 0.986784140969163, 0.497790404040404, 0.49447601010101006, 0.4971590909090909, 0.0, 0.0, 0.0
35, 1, 0.9625468164794008, 0.6055397727272728, 0.6050189393939394, 0.5140625, 0.0, 0.0, 0.0
40, 1, 0.9696969696969697, 0.5028409090909091, 0.4981060606060606, 0.49857954545454547, 0.0, 0.0, 0.0
5, 2, 0.033444816053511704, 0.9931729710600817, 0.9930320724546503, 0.9549140846178044, 0.0, 0.0, 0.0
10, 2, 0.451505016722408, 0.9768310005543237, 0.975283513488544, 0.7283813747228381, 0.0, 0.0, 0.0
15, 2, 0.3053691275167785, 0.9707994803103499, 0.9705181342409603, 0.7694197408871322, 0.0, 0.0, 0.0
20, 2, 0.10367892976588629, 0.983523433966531, 0.9829368781094527, 0.8854378674807779, 0.0, 0.0, 0.0
25, 2, 0.16722408026755853, 0.9807278355847633, 0.9803570341973956, 0.8341072623828648, 0.0, 0.0, 0.0
30, 2, 0.22333333333333333, 0.9793678469241774, 0.9793373650669788, 0.7718798770971518, 0.0, 0.0, 0.0
35, 2, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
40, 2, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5, 4, 0.0033444816053511705, 0.995547971323978, 0.9959928564165141, 0.9453474552572707, 0.0, 0.0, 0.0
10, 4, 0.10738255033557047, 0.9815180707450444, 0.9798786739576213, 0.8067505411255411, 0.0, 0.0, 0.0
15, 4, 0.2214765100671141, 0.977352321708464, 0.9757604329937304, 0.8161144037356322, 0.0, 0.0, 0.0
20, 4, 0.08333333333333333, 0.9847124655647382, 0.9846108815426997, 0.9157937327823692, 0.0, 0.0, 0.0
25, 4, 0.06688963210702341, 0.98254045834691, 0.9824012979254915, 0.9058036684044749, 0.0, 0.0, 0.0
30, 4, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
35, 4, 0.5033557046979866, 0.9655859694922195, 0.9553420608108109, 0.6958531685094185, 0.0, 0.0, 0.0
40, 4, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5, 8, 0.0033333333333333335, 0.9970208587553386, 0.9969016931055522, 0.9482566859873907, 0.0, 0.0, 0.0
10, 8, 0.14046822742474915, 0.9878681022285107, 0.9806368647565146, 0.85436564084424, 0.0, 0.0, 0.0
15, 8, 0.09698996655518395, 0.9915176066217732, 0.9849712401795735, 0.9004804994388328, 0.0, 0.0, 0.0
20, 8, 0.09060402684563758, 0.9925081068992508, 0.9874395476909315, 0.9208004864139551, 0.0, 0.0, 0.0
25, 8, 0.07, 0.9911213074994549, 0.9838078400915631, 0.8949476782210595, 0.0, 0.0, 0.0
30, 8, 0.06666666666666667, 0.9887445887445887, 0.9810470779220779, 0.8707859848484848, 0.0, 0.0, 0.0
35, 8, 0.15771812080536912, 0.9803098213207775, 0.970679780876494, 0.7719085778099722, 0.0, 0.0, 0.0
40, 8, 0.7397260273972602, 0.9786682615629984, 0.9676597388357256, 0.6512784090909091, 0.0, 0.0, 0.0
5, 16, 0.0, 0.9975757575757576, 0.9975694444444444, 0.9508491161616162, 0.0, 0.0, 0.0
10, 16, 0.09060402684563758, 0.9897003941630326, 0.9761772475679302, 0.8728597087107235, 0.0, 0.0, 0.0
15, 16, 0.12040133779264214, 0.9873491329646272, 0.9761529266044475, 0.8317742539463072, 0.0, 0.0, 0.0
20, 16, 0.07023411371237458, 0.9965118814039677, 0.992444680619141, 0.929375817527796, 0.0, 0.0, 0.0
25, 16, 0.08053691275167785, 0.996155095664676, 0.9909156574872816, 0.919970692324707, 0.0, 0.0, 0.0
30, 16, 0.07692307692307693, 0.9920416803908652, 0.9809216485507246, 0.8854629858366272, 0.0, 0.0, 0.0
35, 16, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
40, 16, 0.8430034129692833, 0.9781579380764164, 0.964447463768116, 0.6947772562582345, 0.0, 0.0, 0.0
5, 32, 0.0, 0.9998686529726798, 0.9997966239576977, 0.9475840620974849, 0.9765100671140939, 0.9731543624161074, 0.2651006711409396
10, 32, 0.09333333333333334, 0.9974979575163399, 0.9785910576351753, 0.8824411393345217, 0.5367647058823529, 0.40441176470588236, 0.0
15, 32, 0.08, 0.9974288337924702, 0.9826951331496786, 0.883048668503214, 0.6545454545454545, 0.43272727272727274, 0.0
20, 32, 0.07692307692307693, 0.9998581832820963, 0.9974564485434051, 0.935738727858293, 0.9601449275362319, 0.6847826086956522, 0.0
25, 32, 0.07718120805369127, 0.9998071625344352, 0.9987695133149679, 0.9190358126721763, 0.9490909090909091, 0.7527272727272727, 0.10909090909090909
30, 32, 0.09698996655518395, 0.9985549943883277, 0.9837448559670782, 0.8953797231575009, 0.6444444444444445, 0.5296296296296297, 0.0
35, 32, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
40, 32, 0.5566666666666666, 0.9858145852464034, 0.9622455616773798, 0.7435146923783288, 0.6060606060606061, 0.5833333333333334, 0.0
5, 64, 0.043478260869565216, 0.9997748463657554, 0.9995011301829484, 0.9432877728332274, 0.9475524475524476, 0.8986013986013986, 0.0034965034965034965
10, 64, 0.08, 0.9996786042240587, 0.9801147842056933, 0.893989898989899, 0.88, 0.09454545454545454, 0.0
15, 64, 0.17333333333333334, 0.9996894346692734, 0.9930911942000652, 0.9042440534376018, 0.9314516129032258, 0.375, 0.0
20, 64, 0.06375838926174497, 0.999818978313602, 0.9973118279569892, 0.9231789218348359, 0.967741935483871, 0.45878136200716846, 0.0
25, 64, 0.06, 0.9997708400733312, 0.9981981739099177, 0.9293243826161975, 0.9537366548042705, 0.5160142348754448, 0.0035587188612099642
30, 64, 0.3657587548638132, 0.9982028877734399, 0.9686822209828345, 0.8620793827849043, 0.49079754601226994, 0.0, 0.0
35, 64, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
40, 64, 0.596551724137931, 0.9949279115945783, 0.9614521281187948, 0.8079728913062246, 0.36752136752136755, 0.3162393162393162, 0.0
