10, 1, 0.994895, 1.0, 1.0
10, 2, 1.0, 1.0, 1.0
10, 4, 1.0, 1.0, 1.0
10, 8, 1.0, 1.0, 1.0
10, 16, 1.0, 1.0, 1.0
10, 32, 1.0, 1.0, 1.0
10, 64, 1.0, 1.0, 1.0
20, 1, 0.997715, 0.999245, 0.999185
20, 2, 0.9998, 0.999745, 0.999715
20, 4, 0.999905, 0.99992, 0.99994
20, 8, 1.0, 1.0, 1.0
20, 16, 1.0, 1.0, 1.0
20, 32, 0.99985, 0.99988, 0.999875
20, 64, 0.999925, 0.999945, 0.999945
30, 1, 0.981775, 0.98263, 0.98138
30, 2, 0.993615, 0.9938, 0.99351
30, 4, 0.99772, 0.997705, 0.998055
30, 8, 0.999405, 0.99947, 0.99942
30, 16, 0.999885, 0.99991, 0.999905
30, 32, 0.99981, 0.99979, 0.99978
30, 64, 0.999925, 0.9999, 0.9999
40, 1, 0.994395, 0.9946, 0.994245
40, 2, 0.997695, 0.99697, 0.996905
40, 4, 0.998555, 0.998015, 0.99857
40, 8, 0.9995, 0.999365, 0.99938
40, 16, 0.999965, 0.9999, 0.999815
40, 32, 1.0, 0.99999, 0.999955
40, 64, 0.99997, 0.99995, 0.9999
50, 1, 0.957785, 0.95856, 0.956455
50, 2, 0.98291, 0.977015, 0.97589
50, 4, 0.993285, 0.987445, 0.98885
50, 8, 0.998115, 0.996405, 0.995415
50, 16, 0.999685, 0.99906, 0.998275
50, 32, 0.999935, 0.99982, 0.99958
50, 64, 0.99996, 0.99967, 0.999535
70, 1, 0.92446, 0.92697, 0.925205
70, 2, 0.963065, 0.94704, 0.94529
70, 4, 0.978, 0.94999, 0.951405
70, 8, 0.9924, 0.96468, 0.956085
70, 16, 0.998855, 0.973215, 0.961605
70, 32, 0.99952, 0.967945, 0.954165
70, 64, 0.99975, 0.972215, 0.958945
90, 1, 0.8721, 0.86722, 0.866855
90, 2, 0.93858, 0.906055, 0.902385
90, 4, 0.966215, 0.9258, 0.924775
90, 8, 0.9863, 0.94845, 0.939745
90, 16, 0.99656, 0.950185, 0.938395
90, 32, 0.99935, 0.952425, 0.939455
90, 64, 0.99979, 0.952345, 0.937555
110, 1, 0.671845, 0.669405, 0.668175
110, 2, 0.75117, 0.72649, 0.72447
110, 4, 0.818965, 0.774425, 0.77364
110, 8, 0.86937, 0.810675, 0.79513
110, 16, 0.92994, 0.837995, 0.81532
110, 32, 0.967595, 0.87043, 0.842695
110, 64, 0.973455, 0.88096, 0.8521
