4.626858830451965332e-01 4.822946190834045410e-01 4.860569834709167480e-01
4.529479742050170898e-01 4.772928357124328613e-01 4.824716448783874512e-01
4.427673220634460449e-01 4.711844921112060547e-01 4.780453443527221680e-01
4.280276298522949219e-01 4.655187726020812988e-01 4.722910523414611816e-01
4.122255444526672363e-01 4.563562273979187012e-01 4.632613062858581543e-01
3.933250904083251953e-01 4.466625452041625977e-01 4.545414447784423828e-01
3.686260581016540527e-01 4.327195286750793457e-01 4.436083436012268066e-01
3.409171104431152344e-01 4.138633012771606445e-01 4.289128780364990234e-01
3.050637245178222656e-01 3.926168680191040039e-01 4.126682281494140625e-01
2.663332223892211914e-01 3.669440746307373047e-01 3.917315602302551270e-01
2.234418988227844238e-01 3.360924124717712402e-01 3.650407195091247559e-01
1.828966140747070312e-01 2.995308041572570801e-01 3.327726721763610840e-01
1.370396614074707031e-01 2.575690746307373047e-01 2.927142381668090820e-01
9.445822238922119141e-02 2.134383916854858398e-01 2.513279318809509277e-01
5.825072526931762695e-02 1.673601269721984863e-01 2.049397826194763184e-01
3.107297420501708984e-02 1.180063486099243164e-01 1.584188938140869141e-01
1.332330703735351562e-02 7.414126396179199219e-02 1.107471585273742676e-01
4.780471324920654297e-03 3.957152366638183594e-02 6.608533859252929688e-02
1.239359378814697266e-03 1.739555597305297852e-02 3.315335512161254883e-02
2.213120460510253906e-04 6.329655647277832031e-03 1.389873027801513672e-02
0.000000000000000000e+00 1.327931880950927734e-03 4.293560981750488281e-03
0.000000000000000000e+00 2.655982971191406250e-04 9.295344352722167969e-04
0.000000000000000000e+00 0.000000000000000000e+00 4.428625106811523438e-05
0.000000000000000000e+00 0.000000000000000000e+00 4.428625106811523438e-05
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
