4.868980050086975098e-01 4.881373643875122070e-01 4.880046248435974121e-01
4.855701327323913574e-01 4.868980050086975098e-01 4.870750904083251953e-01
4.841979742050170898e-01 4.848176240921020508e-01 4.847733974456787109e-01
4.815421104431152344e-01 4.829585552215576172e-01 4.820733070373535156e-01
4.784879684448242188e-01 4.811880588531494141e-01 4.806126356124877930e-01
4.736189842224121094e-01 4.776027202606201172e-01 4.768944978713989258e-01
4.680860638618469238e-01 4.735746979713439941e-01 4.723796248435974121e-01
4.622432589530944824e-01 4.671122431755065918e-01 4.676434397697448730e-01
4.526823759078979492e-01 4.628186821937561035e-01 4.616678357124328613e-01
4.425017833709716797e-01 4.565333127975463867e-01 4.542315602302551270e-01
4.286915659904479980e-01 4.462199211120605469e-01 4.444493651390075684e-01
4.136862754821777344e-01 4.356852173805236816e-01 4.328523278236389160e-01
3.919971585273742676e-01 4.225832223892211914e-01 4.175814390182495117e-01
3.708835244178771973e-01 4.063385128974914551e-01 3.999645709991455078e-01
3.418909311294555664e-01 3.857117295265197754e-01 3.781427145004272461e-01
3.111278414726257324e-01 3.603930473327636719e-01 3.525584340095520020e-01
2.756727933883666992e-01 3.307365179061889648e-01 3.213527202606201172e-01
2.361897826194763184e-01 2.991324067115783691e-01 2.862074971199035645e-01
1.902886033058166504e-01 2.620396614074707031e-01 2.479639053344726562e-01
1.504071950912475586e-01 2.199008464813232422e-01 2.033905982971191406e-01
1.088880896568298340e-01 1.772751212120056152e-01 1.591271162033081055e-01
7.378715276718139648e-02 1.332330107688903809e-01 1.173424124717712402e-01
4.200601577758789062e-02 9.538775682449340820e-02 7.821351289749145508e-02
2.151203155517578125e-02 6.258851289749145508e-02 4.629957675933837891e-02
9.649455547332763672e-03 3.594189882278442383e-02 2.292847633361816406e-02
3.452539443969726562e-03 1.766109466552734375e-02 9.959280490875244141e-03
1.018047332763671875e-03 6.595253944396972656e-03 2.965629100799560547e-03
1.770257949829101562e-04 2.213180065155029297e-03 6.197094917297363281e-04
0.000000000000000000e+00 2.213120460510253906e-04 8.851289749145507812e-05
0.000000000000000000e+00 4.428625106811523438e-05 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
