4.992917776107788086e-01 4.996016025543212891e-01 5.028328895568847656e-01
4.978311061859130859e-01 4.986720681190490723e-01 5.018590688705444336e-01
4.962376356124877930e-01 4.972556829452514648e-01 4.999114871025085449e-01
4.952638149261474609e-01 4.966802597045898438e-01 4.978311061859130859e-01
4.941129684448242188e-01 4.954851269721984863e-01 4.959277510643005371e-01
4.919883012771606445e-01 4.938031435012817383e-01 4.934932589530944824e-01
4.902178049087524414e-01 4.904833436012268066e-01 4.902620315551757812e-01
4.872964024543762207e-01 4.863225817680358887e-01 4.875177145004272461e-01
4.839766025543212891e-01 4.822946190834045410e-01 4.845963120460510254e-01
4.763190746307373047e-01 4.781338572502136230e-01 4.795945286750793457e-01
4.691483974456787109e-01 4.718927145004272461e-01 4.732205867767333984e-01
4.621104598045349121e-01 4.641908407211303711e-01 4.663597941398620605e-01
4.523282647132873535e-01 4.556037783622741699e-01 4.558250904083251953e-01
4.425902962684631348e-01 4.446706771850585938e-01 4.447591900825500488e-01
4.290013909339904785e-01 4.277620315551757812e-01 4.315244555473327637e-01
4.120485186576843262e-01 4.119600057601928711e-01 4.176257252693176270e-01
3.912004232406616211e-01 3.950513601303100586e-01 4.000531435012817383e-01
3.694670796394348145e-01 3.698211908340454102e-01 3.773459792137145996e-01
3.439270257949829102e-01 3.438827991485595703e-01 3.503452539443969727e-01
3.120573759078979492e-01 3.121458888053894043e-01 3.186968564987182617e-01
2.723530530929565430e-01 2.732825875282287598e-01 2.823565602302551270e-01
2.330470681190490723e-01 2.333569526672363281e-01 2.440686821937561035e-01
1.907755136489868164e-01 1.922804713249206543e-01 2.006019949913024902e-01
1.492121219635009766e-01 1.490350365638732910e-01 1.583746671676635742e-01
1.089766025543212891e-01 1.091536879539489746e-01 1.146423220634460449e-01
7.201665639877319336e-02 7.117563486099243164e-02 7.812500000000000000e-02
4.297983646392822266e-02 4.275852441787719727e-02 4.753893613815307617e-02
2.257436513900756836e-02 2.230876684188842773e-02 2.576130628585815430e-02
1.062321662902832031e-02 8.985459804534912109e-03 1.128715276718139648e-02
3.806650638580322266e-03 3.098428249359130859e-03 3.541052341461181641e-03
1.018047332763671875e-03 6.197094917297363281e-04 7.082223892211914062e-04
2.655982971191406250e-04 4.428625106811523438e-05 8.851289749145507812e-05
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
