4.633498787879943848e-01 4.815863966941833496e-01 4.882259368896484375e-01
4.498937726020812988e-01 4.760977625846862793e-01 4.830028414726257324e-01
4.349327087402343750e-01 4.684844017028808594e-01 4.764518141746520996e-01
4.185552597045898438e-01 4.598087668418884277e-01 4.688385128974914551e-01
3.986366987228393555e-01 4.468838572502136230e-01 4.577726721763610840e-01
3.742032647132873535e-01 4.311260581016540527e-01 4.466182589530944824e-01
3.392351269721984863e-01 4.094369411468505859e-01 4.298866987228393555e-01
2.986012697219848633e-01 3.848264813423156738e-01 4.126239418983459473e-01
2.554886937141418457e-01 3.557011485099792480e-01 3.873937726020812988e-01
2.085694074630737305e-01 3.249822854995727539e-01 3.558781743049621582e-01
1.603222489356994629e-01 2.784171104431152344e-01 3.229461908340454102e-01
1.122521162033081055e-01 2.342422008514404297e-01 2.798335552215576172e-01
6.958216428756713867e-02 1.843130588531494141e-01 2.322946190834045410e-01
3.532224893569946289e-02 1.307542324066162109e-01 1.798866987228393555e-01
1.602339744567871094e-02 8.002835512161254883e-02 1.267705559730529785e-01
4.691898822784423828e-03 4.461759328842163086e-02 7.692986726760864258e-02
7.967352867126464844e-04 2.036118507385253906e-02 4.143059253692626953e-02
0.000000000000000000e+00 6.905078887939453125e-03 1.726275682449340820e-02
0.000000000000000000e+00 1.416444778442382812e-03 5.842804908752441406e-03
0.000000000000000000e+00 8.851289749145507812e-05 6.197094917297363281e-04
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
